epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,15691.7,0.37894,0.23221,0.00349,0.88691,0.96811,0.91344,0.80022,0.5451,0.42134,0.00816,0.000148696,0.000148696,0.000148696
186,15775.6,0.37383,0.21827,0.00357,0.89354,0.97633,0.91057,0.80104,0.55378,0.41271,0.00894,0.000140445,0.000140445,0.000140445
187,15857.8,0.36683,0.23208,0.00337,0.90312,0.97628,0.93259,0.82371,0.53647,0.37296,0.00839,0.000132193,0.000132193,0.000132193
188,15938.7,0.36167,0.2156,0.00319,0.88586,0.97217,0.91814,0.80345,0.56667,0.40639,0.00845,0.000123941,0.000123941,0.000123941
189,16019.8,0.36258,0.21663,0.00327,0.89271,0.97597,0.9228,0.81229,0.55972,0.3985,0.00888,0.00011569,0.00011569,0.00011569
190,16101.4,0.37843,0.21951,0.00348,0.89367,0.97121,0.93968,0.82789,0.55511,0.37415,0.00823,0.000107438,0.000107438,0.000107438
191,16213.4,0.36786,0.2036,0.00451,0.90267,0.97025,0.92081,0.82175,0.52394,0.42301,0.00817,9.91865e-05,9.91865e-05,9.91865e-05
192,16309.1,0.36456,0.1863,0.00422,0.88958,0.97979,0.91708,0.81257,0.5583,0.43676,0.00881,9.09349e-05,9.09349e-05,9.09349e-05
193,16409.5,0.3479,0.1806,0.00409,0.89821,0.96514,0.91918,0.80842,0.55561,0.41786,0.00856,8.26832e-05,8.26832e-05,8.26832e-05
194,16490.1,0.34929,0.17218,0.00408,0.89393,0.97037,0.92611,0.82059,0.54742,0.4137,0.00874,7.44316e-05,7.44316e-05,7.44316e-05
195,16592.1,0.33326,0.17997,0.00374,0.9019,0.96449,0.92931,0.8231,0.53998,0.41332,0.00847,6.61799e-05,6.61799e-05,6.61799e-05
196,16692.7,0.3316,0.18259,0.0038,0.89115,0.97193,0.92901,0.82129,0.54093,0.41152,0.00826,5.79283e-05,5.79283e-05,5.79283e-05
197,16793.6,0.33162,0.17294,0.00375,0.88669,0.98042,0.92724,0.8206,0.53722,0.41435,0.0084,4.96766e-05,4.96766e-05,4.96766e-05
198,16874,0.33648,0.16433,0.00375,0.89408,0.97302,0.92772,0.82119,0.53104,0.42072,0.0083,4.1425e-05,4.1425e-05,4.1425e-05
199,16973.7,0.33157,0.17789,0.00369,0.89276,0.97561,0.92608,0.8185,0.53199,0.41971,0.0082,3.31733e-05,3.31733e-05,3.31733e-05
200,17071.7,0.33483,0.16494,0.00365,0.89512,0.96646,0.93081,0.82702,0.52688,0.41885,0.00811,2.49217e-05,2.49217e-05,2.49217e-05
