epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,3433.35,0.4755,0.36095,0.90836,0.89895,0.98109,0.91967,0.6743,1.03526,0.50368,0.67626,0.000874842,0.000874842,0.000874842
98,3468,0.472,0.34523,0.90533,0.89537,0.98455,0.91846,0.68918,1.02746,0.52374,0.65615,0.00086659,0.00086659,0.00086659
99,3504.36,0.49891,0.37147,0.92011,0.89381,0.98402,0.91801,0.69393,1.00096,0.49513,0.68241,0.000858338,0.000858338,0.000858338
100,3540.66,0.4944,0.37143,0.9152,0.8775,0.99085,0.91677,0.68045,0.98191,0.55062,0.69617,0.000850087,0.000850087,0.000850087
101,3576.76,0.49563,0.36592,0.92665,0.88526,0.9878,0.9248,0.68037,1.01883,0.53708,0.69267,0.000841835,0.000841835,0.000841835
102,3612.77,0.5136,0.3722,0.92165,0.88482,0.98758,0.92553,0.70149,0.99033,0.52977,0.65576,0.000833583,0.000833583,0.000833583
103,3648.81,0.51249,0.38982,0.91889,0.86818,0.99139,0.90535,0.67992,0.97998,0.51975,0.66951,0.000825332,0.000825332,0.000825332
104,3684.99,0.52483,0.3941,0.9092,0.88259,0.99085,0.91058,0.67328,1.00273,0.49387,0.6894,0.00081708,0.00081708,0.00081708
105,3720.61,0.48506,0.35423,0.91017,0.90265,0.98476,0.91951,0.67453,1.00031,0.51223,0.69745,0.000808828,0.000808828,0.000808828
106,3749.82,0.48294,0.35784,0.9156,0.90542,0.98476,0.92519,0.68012,1.03452,0.49407,0.66863,0.000800577,0.000800577,0.000800577
107,3782.38,0.48467,0.35556,0.90435,0.90388,0.98171,0.91727,0.67615,1.04748,0.48132,0.66062,0.000792325,0.000792325,0.000792325
108,3814.03,0.51096,0.3744,0.9149,0.90345,0.98171,0.92313,0.69392,1.00333,0.48833,0.66489,0.000784073,0.000784073,0.000784073
109,3846.32,0.48165,0.3582,0.90938,0.8989,0.98171,0.9236,0.69464,1.00377,0.48866,0.66403,0.000775822,0.000775822,0.000775822
110,3880.96,0.49146,0.34591,0.90332,0.8971,0.98788,0.91973,0.68956,0.99794,0.49355,0.6576,0.00076757,0.00076757,0.00076757
111,3913.02,0.4941,0.34663,0.90513,0.89769,0.98296,0.91624,0.67272,1.05769,0.51845,0.66799,0.000759318,0.000759318,0.000759318
112,3944.68,0.4637,0.32499,0.90757,0.88875,0.99357,0.945,0.69647,1.02091,0.49074,0.68048,0.000751067,0.000751067,0.000751067
113,3976.33,0.47217,0.34981,0.90166,0.89538,0.98961,0.93311,0.69685,1.00568,0.47349,0.67275,0.000742815,0.000742815,0.000742815
114,4010.99,0.49149,0.34927,0.91307,0.89566,0.9878,0.9342,0.69598,1.00209,0.48711,0.65654,0.000734564,0.000734564,0.000734564
115,4037.26,0.49932,0.35142,0.91743,0.89719,0.99085,0.91876,0.71192,0.96669,0.50428,0.65999,0.000726312,0.000726312,0.000726312
